LocalCellName,datetime,RRC.ConnEstabSucc,RRC.ConnEstabAtt,RRC.Setup,RRC.ConnMax,MM.HoExeIntraFreqSuccOut,MM.HoExeIntraFreqReqOut,MM.HoExeIntraFreqSucc,MM.HoExeIntraFreqAtt,MM.HoExecInterFreqReqOut.Cov,MM.HoExeInterFreqSuccOut.Cov,MM.HoPrepInterFreqReqOut.Cov,MM.HoExeInterFreqReqOut,MM.HoExeInterFreqSuccOut,MM.HoPrepInterFreqReqOut,MM.HoPrepIntraFreqReqOut,MM.HoFailIn.Admit,MM.HoExeIntraFreqPrepReqIn,MM.Redirection.Blind,MM.Redirection.Cov,CARR.WBCQIDist.Bin0,CARR.WBCQIDist.Bin1,CARR.WBCQIDist.Bin2,CARR.WBCQIDist.Bin3,CARR.WBCQIDist.Bin4,CARR.WBCQIDist.Bin5,CARR.WBCQIDist.Bin6,CARR.WBCQIDist.Bin7,CARR.WBCQIDist.Bin8,CARR.WBCQIDist.Bin9,CARR.WBCQIDist.Bin10,CARR.WBCQIDist.Bin11,CARR.WBCQIDist.Bin12,CARR.WBCQIDist.Bin13,CARR.WBCQIDist.Bin14,CARR.WBCQIDist.Bin15,ThpVolDl,ThpVolUl,ThpTimeDl,ThpTimeUl,CellUnavail.System,CellUnavail.Manual,CellUnavail.EnergySaving,UECNTX.Est.Att,UECNTX.Est.Succ,UECNTX.Rem
Cell_35,day 10 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 10 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 10 07:00:00,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,29,32,230,478,1462,3128,4893,5917,13817,20790,27667,27039,16260,14252,22234,5886320.39,267896.07,74518000,53205500,20,0,0,0,0,0
Cell_35,day 10 08:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,38,26,138,192,902,1839,2540,5421,16977,26073,32663,32451,18691,13751,25437,4841103.07,325245.87,72309500,57646500,0,0,0,0,0,0
Cell_35,day 10 09:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,10,23,90,228,1228,2062,3029,4768,12620,17164,25909,20861,15838,12157,21900,4797863.98,619552.53,70629500,54669000,0,0,0,0,0,0
Cell_35,day 10 10:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,18,82,251,551,1166,2467,5117,7206,14204,19214,22241,18038,16245,16319,32882,10029195.86,374857.38,82328500,63140000,0,0,0,0,0,0
Cell_35,day 10 11:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,18,39,100,260,885,2042,3696,6591,18234,22787,31028,30929,17307,12413,21563,6089755.65,228480.21,64540000,54781000,0,0,0,0,0,0
Cell_35,day 10 12:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,27,30,170,399,866,1925,3399,6227,13627,23173,28912,33865,21269,14233,14545,5812537.06,823206.77,78775000,69096000,0,0,0,0,0,0
Cell_35,day 10 13:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,19,33,360,426,1244,2572,3391,5336,17601,26353,34029,30201,20318,16931,18572,6898989.06,491365.57,99165500,66831000,0,0,0,0,0,0
Cell_35,day 10 14:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,24,42,281,544,1804,5276,7700,14660,23445,26772,32177,39226,33155,17896,15919,7066796.64,1652849.62,151598500,147310000,0,0,0,0,0,0
Cell_35,day 10 15:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,28,43,326,263,1297,2717,4829,6310,17455,30016,45606,42960,31318,19577,29338,8866662.04,512525.5,113694000,83770500,0,0,0,0,0,0
Cell_35,day 10 16:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,33,43,318,337,1446,3117,4328,6069,15873,20601,26873,25451,20215,14823,22350,7976972.13,517649.09,102885500,82519000,0,0,0,0,0,0
Cell_35,day 10 17:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,30,108,519,283,1693,3356,4455,6883,16099,26381,36566,29773,24006,16065,24718,8634502.94,512525.5,99297500,78674500,0,0,0,0,0,0
Cell_35,day 10 18:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,48,41,326,443,1901,3339,5385,8939,21122,28221,38492,30731,26776,23788,31648,10517816.26,703672.64,135481500,105197500,0,0,0,0,0,0
Cell_35,day 10 19:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,29,54,265,442,1332,3110,5133,7815,17349,22097,29584,25528,24929,27566,23779,9659534.1,440290.61,128302000,90019500,0,0,0,0,0,0
Cell_35,day 10 20:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,21,26,100,285,1126,2184,3054,4818,14719,15936,19365,18520,17977,17252,16734,6487001.87,408421.17,99165500,66827000,0,0,0,0,0,0
Cell_35,day 10 21:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,16,31,81,215,814,1642,2356,3762,8656,13093,12623,14772,17977,16319,14706,5132035.54,159963.56,69610000,46968500,0,0,0,0,0,0
Cell_35,day 10 22:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,8,6,120,344,687,1466,1909,3335,6450,8557,11108,10578,9991,13254,24594,4969238.14,307030.55,70532500,48897000,0,0,60,0,0,0
Cell_35,day 10 23:00:00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,9,11,40,84,176,896,968,1431,4273,6842,6932,9244,6477,5130,15030,1741575.03,252042.68,27412000,7457000,0,0,0,0,0,0
Cell_35,day 11 00:00:00,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,22,30,157,424,2056,3048,3752,6387,8402,9293,8180,12095,8098,3423,23054,8263782.72,193622.09,82328500,48499500,0,0,840,0,0,0
Cell_35,day 11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 11 07:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,8,17,524,149,835,1185,4045,2502,10253,19181,31422,21770,16083,18258,42241,4950812.45,304161.46,63889000,58139500,0,0,60,0,0,0
Cell_35,day 11 08:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,17,17,337,286,917,1657,2493,3791,13041,19278,31422,24088,17977,13670,24218,5886320.39,228480.21,65859000,47725500,0,0,0,0,0,0
Cell_35,day 11 09:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,35,39,160,240,1314,2068,2619,4286,13534,19839,28914,21138,16167,12625,16214,5068136.58,1481694.49,85379500,54131000,0,0,0,0,0,0
Cell_35,day 11 10:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,20,40,231,368,1469,3761,7075,9611,14646,18581,26721,20407,18429,23474,16585,13636226.1,565141.78,167582000,81515000,0,0,0,0,0,0
Cell_35,day 11 11:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,24,31,238,350,1097,2050,3061,4066,11154,15850,20089,18761,13450,15193,11996,4841103.07,304161.46,68431000,48364500,0,0,0,0,0,0
Cell_35,day 11 12:00:00,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,77,42,118,213,997,2329,3790,4945,12812,18161,22828,17544,13256,10250,11857,3751099.46,292637.22,57924500,49667500,0,0,0,0,0,0
Cell_35,day 11 13:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,77,22,144,302,1076,2477,3441,5270,11577,19364,24208,16925,13435,11700,11501,5278111.6,537365.78,78825000,70550000,0,0,0,0,0,0
Cell_35,day 11 14:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,105,74,397,524,1991,5698,9817,11950,20798,22768,23720,18891,15769,13081,12065,6850866.23,777497.06,106417500,97538500,0,0,0,0,0,0
Cell_35,day 11 15:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,44,37,190,443,1506,3644,5385,9392,21296,29916,37857,28788,22147,13754,18790,8866662.04,359374.45,106052500,73708500,0,0,0,0,0,0
Cell_35,day 11 16:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,16,43,346,588,1869,510,4045,6649,18014,22832,28912,22386,15932,11092,14455,6416560.5,408421.17,81128000,65361500,0,0,0,0,0,0
Cell_35,day 11 17:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,22,24,196,371,1683,3402,4829,7038,18572,24244,30023,25806,21793,14991,18755,8729156.3,512525.5,97496000,76644500,0,0,0,0,0,0
Cell_35,day 11 18:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,37,39,307,445,1709,4333,5968,9131,21122,28495,39719,37393,31494,21470,24613,13820806.22,755295.76,139651000,94384000,0,0,0,0,0,0
Cell_35,day 11 19:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,42,11,222,391,1328,2717,4328,5728,14472,22035,26873,24917,27988,20049,21708,7469667.78,553335.13,93296000,73849500,0,0,0,0,0,0
Cell_35,day 11 20:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,15,32,169,333,1675,1819,3399,5336,10602,15970,20048,16925,18438,16646,16657,6262510.3,1424562.55,87200500,64241000,0,0,0,0,0,0
Cell_35,day 11 21:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,29,53,190,270,992,1943,2988,4671,15299,17220,17930,15400,21099,14630,8990,7793137.85,927276.98,85078000,56192500,0,0,0,0,0,0
Cell_35,day 11 22:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,23,86,139,894,1905,2407,4552,13424,16166,17930,12933,17965,9205,12509,3681564.93,114903.8,53845000,49074500,0,0,0,0,0,0
Cell_35,day 11 23:00:00,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21,59,179,231,1031,1903,4008,5826,8754,8073,11134,10827,13232,13660,17012,8254148.51,180949.03,63202500,41731000,0,0,0,0,0,0
Cell_35,day 12 00:00:00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,9,53,110,300,1900,1297,907,2666,859,653,0,433,154,0.0,0.0,0,4365500,0,0,2995,0,0,0
Cell_35,day 12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 12 07:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,17,36,120,92,781,1109,1943,17918,9426,16966,32889,23348,18633,21445,26178,6850866.23,227528.7,70445500,52662000,0,0,0,0,0,0
Cell_35,day 12 08:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,23,38,168,178,1316,2471,4679,5356,14886,26422,44512,34920,29791,23414,31648,8041499.13,289186.84,87707000,59452000,0,0,0,0,0,0
Cell_35,day 12 09:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,17,65,114,205,1093,1666,2231,3563,12537,22186,31174,34157,20185,14069,16201,5629497.58,377407.29,74518000,57309000,0,0,0,0,0,0
Cell_35,day 12 10:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,49,72,435,501,1629,7391,6776,11175,12143,16615,21062,24907,17134,9205,14876,8405924.36,651856.79,117559000,93962500,0,0,0,0,0,0
Cell_35,day 12 11:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,12,95,86,153,1180,1232,1547,2706,10357,14972,20417,15388,12276,9661,12991,2451558.48,252042.68,42073500,37225000,0,0,0,0,0,0
Cell_35,day 12 12:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,30,31,116,216,834,2366,2519,4340,12328,24224,24936,21926,17583,10471,12840,4930798.5,236114.49,76883500,54753000,0,0,0,0,0,0
Cell_35,day 12 13:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,71,20,232,263,939,2019,3386,6834,14984,20322,29573,28197,22678,12596,18197,8041499.13,336321.35,73435500,52662000,0,0,0,0,0,0
Cell_35,day 12 14:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,28,49,391,701,1957,3650,6053,11795,26338,30936,34573,30469,26528,15876,20445,12583038.46,348199.1,127878000,72842500,0,0,0,0,0,0
Cell_35,day 12 15:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,32,34,277,354,1606,2961,4885,8547,19663,26669,33840,25173,19839,16112,25661,4950812.45,306039.34,75366000,61199000,0,0,0,0,0,0
Cell_35,day 12 16:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,36,36,207,252,1206,2346,3961,5751,14427,20394,26628,21926,18214,15552,18623,8041499.13,289186.84,84055500,58144000,0,0,0,0,0,0
Cell_35,day 12 17:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,34,40,179,344,1991,3402,5169,8209,20944,27880,35765,27728,25254,22437,23655,13291985.58,755295.76,214608000,100006000,0,0,0,0,0,0
Cell_35,day 12 18:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,39,43,339,618,1934,3594,4907,7746,18084,24244,27617,23291,19783,15175,18670,7226840.18,292834.62,98190500,61904500,0,0,0,0,0,0
Cell_35,day 12 19:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,14,32,210,401,1752,3660,6407,8716,18084,22681,26162,20858,19066,16319,16100,5274572.96,369218.02,70582000,59934500,0,0,0,0,0,0
Cell_35,day 12 20:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,38,36,160,389,1409,3220,4938,7771,17014,25102,26519,24233,18591,12835,15886,6575438.12,408421.17,87200500,73929000,0,0,0,0,0,0
Cell_35,day 12 21:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,22,12,154,276,961,1850,3003,4335,11865,19804,19365,14638,12516,10479,12297,5676646.02,229260.19,64540000,46221000,0,0,0,0,0,0
Cell_35,day 12 22:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,15,19,111,308,751,1546,2624,3762,7899,14124,13151,12646,8098,6958,15413,7072523.18,240657.23,107905500,41140500,0,0,0,0,0,0
Cell_35,day 12 23:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,5,19,75,84,548,2049,4294,5326,9257,10294,11134,8222,6060,6093,16764,8740206.28,1119548.35,88247500,41069500,0,0,0,0,0,0
Cell_35,day 13 00:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,25,36,344,791,3712,8194,13970,13258,15685,13234,16748,10179,7268,4307,5206,12063717.08,351411.94,116628500,61242500,0,0,560,0,0,0
Cell_35,day 13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 13 07:00:00,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,16,157,486,2827,2057,5648,2452,4895,6097,5620,3709,3152,4064,1024922.35,73309.94,12181000,12302500,0,0,0,0,0,0
Cell_35,day 13 08:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,5,2,59,91,502,2827,3315,1297,4273,6903,11914,8405,6477,4816,15482,2223510.28,134860.17,22336000,20813000,0,0,60,0,0,0
Cell_35,day 13 09:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,25,132,478,2705,1111,3772,3153,13127,13423,23624,16120,10936,9028,13807,10384575.71,264850.11,82328500,63221000,0,0,0,0,0,0
Cell_35,day 13 10:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,33,18,217,313,1136,2259,3214,4830,13592,18961,24399,17988,17571,17252,26767,5902188.18,228272.2,59392500,52318000,0,0,0,0,0,0
Cell_35,day 13 11:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,21,26,153,311,1209,2647,3775,6591,17890,24612,33831,39174,21783,15903,20909,12610125.94,288303.14,121532500,67048000,0,0,0,0,0,0
Cell_35,day 13 12:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,50,36,214,339,1127,2759,3783,7306,22337,32552,39433,32675,22718,21254,30760,7183562.66,495479.92,109497000,78405500,0,0,0,0,0,0
Cell_35,day 13 13:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,37,206,234,649,1305,2931,3961,6386,30151,40062,38845,28788,23838,23554,25259,8508728.68,2077123.5,151598500,140358500,0,0,0,0,0,0
Cell_35,day 13 14:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,55,33,1037,983,1305,3736,5676,9131,24049,31982,32403,27609,30102,30273,23599,12063717.08,540269.34,143004000,101902000,0,0,0,0,0,0
Cell_35,day 13 15:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,21,20,217,282,988,2189,3783,6955,17424,22990,19734,18924,16743,22695,24613,6516066.17,596892.74,86825000,76124500,0,0,0,0,0,0
Cell_35,day 13 16:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,24,84,227,1156,2638,4212,7844,17890,20604,25148,25384,21300,21569,26178,9270616.58,264850.11,82328500,60659500,0,0,0,0,0,0
Cell_35,day 13 17:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,24,59,250,359,1518,3415,6420,10067,21296,26921,29034,28222,24397,26853,34914,8405159.58,575465.12,123768500,73045500,0,0,0,0,0,0
Cell_35,day 13 18:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,33,60,307,476,1584,3299,6511,12187,22132,27126,30139,24298,23093,20606,26042,15358946.75,426592.04,143615500,93487500,0,0,0,0,0,0
Cell_35,day 13 19:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,30,37,247,399,1491,2758,3767,7344,18284,22260,25218,22931,28626,22885,19052,8405159.58,692190.85,96688000,75389000,0,0,0,0,0,0
Cell_35,day 13 20:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,29,286,132,286,872,2114,3054,5295,14427,19686,21373,17988,26991,25328,16217,7226840.18,303154.41,79168500,63340500,0,0,0,0,0,0
Cell_35,day 13 21:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,14,33,77,252,939,1940,2356,4317,14880,16996,18019,18681,19057,14952,11265,6643122.9,396923.26,76573500,59755500,0,0,0,0,0,0
Cell_35,day 13 22:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,10,15,102,264,1057,2164,3391,5832,14670,17565,15266,12738,13495,20297,15946,4841103.07,799311.05,68431000,54669000,0,0,0,0,0,0
Cell_35,day 13 23:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,27,239,654,1390,2810,3617,5991,16177,18393,12681,11178,9991,10121,9135,7183562.66,307413.03,68313500,48818500,0,0,0,0,0,0
Cell_35,day 14 00:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,49,51,213,442,1986,4460,5133,11795,18147,19364,14934,14943,12225,8968,16848,5902188.18,396923.26,81113500,65450500,0,0,0,0,0,0
Cell_35,day 14 01:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,17,35,478,230,360,2542,2738,11526,15478,15018,11434,9973,9198,6343,11327,7607496.4,204786.42,81334500,45902500,0,0,1430,0,0,0
Cell_35,day 14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 14 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 14 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_35,day 14 07:00:00,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,17,2,16,46,482,2827,4078,1297,3306,15385,7504,11178,4552,3769,9285,1741575.03,134860.17,24412000,25419500,0,0,60,0,0,0
Cell_35,day 14 08:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,9,1,0,70,218,319,609,615,2307,3501,4620,3241,4766,2393,5084,2639841.5,64359.14,19511000,19092500,0,0,0,0,0,0
Cell_35,day 14 09:00:00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1,86,109,506,558,890,1420,6140,6373,8871,11804,13668,3220,23054,2639841.5,87722.23,46724500,24315000,0,0,0,0,0,0
Cell_35,day 14 10:00:00,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15,17,128,292,749,1340,2355,5134,13525,11558,17594,14261,11067,7855,24685,5826197.5,194615.74,64540000,46221000,0,0,0,0,0,0
Cell_35,day 14 11:00:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,10,24,312,162,787,1982,2295,3809,14565,20585,27627,19550,15013,12877,28052,6376972.35,225125.3,76573500,58144000,0,0,0,0,0,0
Cell_35,day 14 12:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,20,9,294,225,869,1820,2685,5571,14567,19509,25335,20605,17977,11352,13361,7607496.4,303154.41,63202500,52662000,0,0,0,0,0,0
Cell_35,day 14 13:00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,31,47,593,673,2207,4135,5143,9376,19270,26143,34454,28222,22990,18944,25938,10047277.09,481434.71,112303000,84764000,0,0,0,0,0,0
Cell_35,day 14 14:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,23,25,247,300,1036,1820,3022,4632,14149,18838,23130,21981,20669,20808,26673,8060101.79,608868.06,81013500,60701000,0,0,0,0,0,0
Cell_35,day 14 15:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,13,18,148,287,978,2241,4184,8326,17423,20604,23751,16093,13428,20297,37241,10992396.93,426592.04,98397500,71497000,0,0,0,0,0,0
